playerID,G,AB,R,H,2B,3B,HR,RBI,SB,BB,SO,HBP,SH,SF,AVG,OBP,SLG
betemwi01,805,2093,264,558,126,8,75,283.0,9.0,211,612.0,4.0,8.0,19.0,0.2666029622551362,0.33218736570691876,0.4419493549928333
bettsmo01,849,3422,660,1029,238,27,155,509.0,136.0,395,502.0,21.0,4.0,33.0,0.30070134424313266,0.3732885559287006,0.5219170075978959
bevacku01,970,2117,214,499,90,11,27,275.0,12.0,221,329.0,5.0,24.0,31.0,0.23571091166745395,0.3053917438921651,0.32687765706188004
bicheda01,1704,6381,934,1906,401,27,274,1141.0,152.0,355,1078.0,41.0,5.0,73.0,0.29869926343833253,0.3360583941605839,0.4988246356370475
bierblo01,1385,5713,821,1524,209,95,34,839.0,206.0,268,160.0,15.0,38.0,0.0,0.26676002100472607,0.3013675783855904,0.3544547523192718
bigbeca01,1147,4192,629,1205,139,75,17,324.0,182.0,344,161.0,21.0,109.0,0.0,0.2874522900763359,0.3445249067368883,0.3685591603053435
biggicr01,2850,10876,1844,3060,668,55,291,1175.0,414.0,1160,1753.0,285.0,101.0,81.0,0.28135343876425156,0.36324786324786323,0.43315557190143433
biittla01,1217,3151,310,861,144,20,29,354.0,10.0,236,287.0,11.0,18.0,27.0,0.2732465883846398,0.32350364963503647,0.35925103141859727
birmijo01,771,2633,284,667,89,27,7,265.0,108.0,129,264.0,24.0,74.0,0.0,0.25332320546904674,0.29432878679109836,0.31560957083175084
bishoma01,1338,4494,966,1216,236,35,41,379.0,43.0,1153,452.0,31.0,98.0,0.0,0.2705829995549622,0.4226840436773512,0.3660436137071651
bissode01,604,2291,359,699,117,50,66,391.0,17.0,233,269.0,6.0,34.0,0.0,0.30510694020078566,0.3707509881422925,0.4862505456132693
blackch02,1119,4313,744,1311,239,48,178,553.0,131.0,317,801.0,74.0,22.0,28.0,0.3039647577092511,0.3596787827557058,0.5054486436355206
bladera01,767,2415,467,726,133,51,50,340.0,33.0,331,310.0,47.0,53.0,0.0,0.30062111801242236,0.3952738990332975,0.4600414078674948
blairpa01,1947,6042,776,1513,282,55,134,620.0,171.0,449,877.0,23.0,108.0,51.0,0.2504137702747435,0.30236100533130233,0.38182720953326715
blakeca01,1265,4500,644,1186,264,18,167,616.0,36.0,445,1037.0,72.0,27.0,47.0,0.26355555555555554,0.33629541864139023,0.44155555555555553
blaloha01,936,3567,507,959,198,17,153,542.0,14.0,313,720.0,19.0,2.0,27.0,0.26885337818895433,0.32883341823739176,0.4625735912531539
